Ссылка;H1;City;Area;Type;Number of Bedrooms;Square;Price in AED;Address;To the sea;To the center;Due date;Description;Rent;categoriya po komnatam;Type;Location;Peculiarities;Internal infrastructure;External infrastructure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o17211/;Пентхаус в THE ROYAL ATLANTIS RESORTS & RESIDENCES в Дубай, ОАЭ 3 комнаты, 154м2;Дубай;Пальма Джумейра;Пентхаусы;2;154 м2;14000000;Palm Jumeirah - Crescent Rd - The Palm Jumeirah - Dubai - UAE;0 м;16.5 км;IV квартал, 2021;;;2 комнатные;Продажа;"Вид на море,Панорамный вид
	
";"Панорамные окна
	
	
	 ,Евроремонт,С отделкой
	
	
	 ,Элитная недвижимость
	
";"Лобби-бар,Ресторан,Бар,Питание в здании
	
";"Аквапарк,Зеленый сад,Парк
	
	
	 ,Бассейн,Бассейн с водными горками,Большой бассейн с джакузи
	
	
	 ,Магазин,Супермаркет
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o8197/;Квартира в Пальма Джумейра, Дубай, ОАЭ 3 спальни, 392м2;Дубай;Пальма Джумейра;Квартиры и апартаменты;3;392 м2;18081000;;;;;;;3 комнатные;Продажа;"Близко к пляжу,Близко к торговым центрам,Близко к школе,Престижный район
	
	
	 ,Вид на море
	
";"Домофон
	
	
	 ,Балкон,Терраса
	
	
	 ,Барбекю на террасе
	
	
	 ,Частный бассейн,Собственное джакузи
	
	
	 ,Евроремонт
	
	
	 ,Элитная недвижимость
	
";;"Бар на пляже
	
	
	 ,Можно с животными,Площадка для выгула собак
	
	
	 ,Парковка
	
	
	 ,Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o372861/;Вилла в Al Yasmeen, Аджман, ОАЭ 5 спален, 427м2;Рас-эль-Хайма;;Виллы и дома;5;427 м2;2150000;;;;2023;;;5 комнатные;Продажа;"Близко к пляжу,Близко к торговым центрам,Близко к школе,Близко от детского сада
	
	
	 ,Вид на улицу
	
";"Домофон
	
	
	 ,Межкомнатные двери
	
	
	 ,LED освещение
	
	
	 ,Раздельные комнаты
	
	
	 ,Совмещенный санузел
	
	
	 ,Балкон
	
	
	 ,Гриль
	
	
	 ,Частный бассейн,Собственное джакузи
	
	
	 ,Евроремонт,Отделка под ключ,Хорошее состояние
	
";;"Бар у бассейна
	
	
	 ,Можно с животными
	
	
	 ,Парковка
	
	
	 ,Магазин,Супермаркет
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o292923/;Аренда Таунхаус в The Springs, Дубай, ОАЭ 2 спальни, 172.5м2;Дубай;The Springs;Таунхаусы;2;172.5 м2;155000;;;;;;/ в год;2 комнатные;Аренда;;"Без мебели
	
	
	 ,Рабочий кабинет
	
";"Собственный гараж
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o16092/;Квартира в Пальма Джумейра, Дубай, ОАЭ 3 комнаты, 144м2;Дубай;Пальма Джумейра;Квартиры и апартаменты;2;144 м2;2478938;;;;II квартал, 2021;;;2 комнатные;Продажа;"Близко к пляжу,Рядом с общественным транспортом,Близко к торговым центрам,Близко к школе,Престижный район
	
	
	 ,Вид на море,Вид на озеро,Панорамный вид
	
";"Полностью меблирована
	
	
	 ,Постельный комплект и посуда,Ковры,Шторы
	
	
	 ,Дизайнерский ремонт
	
	
	 ,ВНЖ при покупке
	
	
	 ,Элитная недвижимость
	
";"Лобби-бар,Ресторан,Кафе
	
	
	 ,Wi-fi в местах общего пользования
	
	
	 ,Горничная 24/7
	
	
	 ,СПА-центр
	
	
	 ,Фитнес-зал,Гольф-поле
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o253569/;Квартира в Пальма Джумейра, Дубай, ОАЭ 1 спальня, 97.9м2;Дубай;Пальма Джумейра;Квартиры и апартаменты;1;97.9 м2;3950000;;;;;;;;Продажа;"Вид на море
	
";"Балкон
	
	
	 ,Центральное кондиционирование 
	
	
	 ,Встроенная кухонная техника
	
	
	 ,Полностью меблирована,Встроенные шкафы
	
";"Фитнес-зал
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o258014/;Квартира в Аль-Рим, Абу-Даби, ОАЭ 2 спальни, 145.6м2;Абу-Даби;Аль-Рим;Квартиры и апартаменты;2;145.6 м2;2679459;;;;;;;2 комнатные;Продажа;"Вид на море
	
";"Балкон
	
	
	 ,Центральное кондиционирование 
	
	
	 ,Без мебели,Встроенные шкафы
	
";"Крытая парковка
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o267674/;Квартира в SHERENA RESIDENCE в Majan, Дубай, ОАЭ 1 спальня, 83.4м2;Дубай;Majan;Квартиры и апартаменты;1;83.4 м2;;38V7+VJ3 - Majan - Dubai - UAE;13.5 км;13 км;IV квартал, 2018;;;;Продажа;;"Балкон
	
	
	 ,Центральное кондиционирование 
	
	
	 ,Без мебели
	
";"Фитнес-зал
	
	
	 ,Крытая парковка
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o286742/;Квартира в CENTURION ONYX в Meydan, Дубай, ОАЭ 2 спальни, 87м2;Дубай;Meydan;Квартиры и апартаменты;2;87 м2;1250000;5874+W43 - Nad Al Sheba 1 - Dubai - UAE;8 км;5.5 км;2021;;;2 комнатные;Продажа;"Близко к пляжу,Рядом с общественным транспортом,Близко к природе,Близко к торговым центрам,Близко к центру города,Близко к аэропорту,Близко к школе,Близко от детского сада
	
	
	 ,Вид на город,Красивый вид
	
";"Балкон
	
";;"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o292872/;Квартира в Джумейра Вилладж Серкл, Дубай, ОАЭ 2 спальни, 132.1м2;Дубай;Джумейра Вилладж Серкл;Квартиры и апартаменты;2;132.1 м2;;;;;;;;2 комнатные;Продажа;;"Балкон
	
	
	 ,Встроенная кухонная техника
	
";"Фитнес-зал
	
	
	 ,Крытая парковка
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o340027/;Земельный участок в Халифа-Сити, Абу-Даби, ОАЭ 966.6м2;Абу-Даби;Халифа-Сити;Земельные участки;;966.6 м2;3450000;;;;;;;;Продажа;;"Балкон
	
";"Фитнес-зал
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o340028/;Земельный участок в Халифа-Сити, Абу-Даби, ОАЭ 1559.5м2;Абу-Даби;Халифа-Сити;Земельные участки;;1559.5 м2;;;;;;;;;Продажа;;;"Фитнес-зал
	
";"Бассейн
	
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://emirates.estate/ru/property/o340771/;Квартира в Дубай, ОАЭ 2 спальни, 97.3м2;Дубай;;Квартиры и апартаменты;2;97.3 м2;2700000;;;;;;;2 комнатные;Продажа;"Рядом река или набережная,На верхнем этаже
	
	
	 ,Вид на море,Вид на достопримечательности
	
";"Балкон
	
	
	 ,Центральное кондиционирование 
	
	
	 ,Гардеробная,Встроенные шкафы
	
	
	 ,Новый жилой комплекс
	
";"Прачечная
	
	
	 ,Фитнес-зал
	
	
	 ,Лифт
	
";"Бассейн
	
